POSTAL_CODE,NAISSANCES_1990-1999
07120,2.0
07120,1.0
01550,2.0
01550,5.0
01550,5.0
05300,0.0
05300,1.0
05300,0.0
05300,0.0
05300,5.0
05300,1.0
05300,0.0
05300,0.0
05300,1.0
05300,1.0
05300,0.0
05300,12.0
05300,0.0
05300,3.0
05300,15.0
05300,0.0
51150,0.0
51150,4.0
51150,1.0
51150,1.0
51150,0.0
51150,5.0
51150,1.0
51150,1.0
51150,0.0
51150,0.0
51150,1.0
51150,4.0
51150,0.0
51150,1.0
51150,0.0
51150,1.0
51150,4.0
72110,0.0
72110,1.0
72110,0.0
72110,0.0
72110,0.0
72110,1.0
72110,0.0
72110,0.0
72110,0.0
72110,5.0
72110,0.0
72110,0.0
72110,0.0
72110,1.0
72110,0.0
72110,0.0
95640,2.0
95640,0.0
95640,2.0
95640,9.0
95640,1.0
95640,1.0
95640,0.0
95640,1.0
70400,0.0
70400,3.0
70400,0.0
70400,4.0
70400,2.0
70400,0.0
70400,0.0
70400,0.0
70400,5.0
70400,0.0
70400,5.0
70400,0.0
70400,0.0
70400,4.0
70400,0.0
70400,0.0
70400,1.0
70400,0.0
70400,0.0
70400,0.0
70400,0.0
70400,3.0
70400,2.0
70400,2.0
70400,0.0
70400,0.0
70400,4.0
70400,3.0
70400,1.0
70400,0.0
70400,24.0
38300,58.0
38300,1.0
38300,8.0
38300,21.0
38300,0.0
38300,15.0
38300,5.0
38300,4.0
38300,18.0
38300,7.0
38300,59.0
38300,25.0
38300,25.0
38300,0.0
38300,4.0
38300,10.0
38300,4.0
38300,7.0
38300,0.0
57130,3.0
57130,2.0
57130,11.0
57130,0.0
57130,128.0
57130,0.0
57130,3.0
57130,1.0
57130,29.0
57130,3.0
57130,1.0
74490,2.0
74490,12.0
74490,1.0
60210,0.0
60210,14.0
60210,0.0
60210,0.0
60210,1.0
60210,0.0
60210,0.0
60210,0.0
60210,0.0
60210,0.0
60210,0.0
60210,5.0
60210,0.0
60210,3.0
60210,1.0
60210,0.0
60210,4.0
60210,3.0
60210,0.0
60210,0.0
60210,0.0
60210,0.0
79200,3.0
79200,8.0
79200,413.0
79200,2.0
79200,1.0
79200,3.0
79200,3.0
79200,5.0
79200,2.0
79200,1.0
79200,0.0
79200,0.0
24800,0.0
24800,0.0
24800,0.0
24800,0.0
24800,2.0
24800,1.0
24800,0.0
24800,23.0
24800,1.0
24800,1.0
24800,0.0
24800,0.0
24800,19.0
24800,2.0
24800,2.0
24800,1.0
88260,0.0
88260,0.0
88260,1.0
88260,0.0
88260,1.0
88260,0.0
88260,1.0
88260,1.0
88260,0.0
88260,0.0
88260,0.0
88260,5.0
88260,1.0
88260,1.0
88260,1.0
88260,1.0
88260,0.0
88260,5.0
88260,0.0
88260,2.0
88260,5.0
88260,2.0
88260,0.0
52110,0.0
52110,0.0
52110,0.0
52110,0.0
52110,0.0
52110,0.0
52110,0.0
52110,0.0
52110,0.0
52110,0.0
52110,0.0
52110,0.0
52110,2.0
52110,0.0
52110,0.0
52110,0.0
52110,0.0
52110,0.0
52110,0.0
52110,0.0
52110,0.0
52110,0.0
88170,0.0
88170,0.0
88170,0.0
88170,7.0
88170,0.0
88170,0.0
88170,0.0
88170,0.0
88170,5.0
88170,1.0
88170,1.0
88170,7.0
88170,1.0
88170,0.0
88170,10.0
88170,0.0
88170,0.0
88170,0.0
88170,0.0
88170,0.0
88170,0.0
88170,1.0
88170,0.0
88170,0.0
88170,0.0
88170,0.0
88170,0.0
88170,3.0
88170,0.0
72450,0.0
72450,0.0
62580,5.0
62580,49.0
62580,8.0
62580,13.0
62580,2.0
62580,0.0
62580,0.0
62580,2.0
62580,1.0
62580,0.0
62580,2.0
62580,3.0
11170,2.0
11170,2.0
11170,1.0
11170,0.0
11170,5.0
11170,1.0
11170,0.0
11170,0.0
11170,8.0
11170,7.0
11170,4.0
11170,0.0
02350,0.0
02350,0.0
02350,0.0
02350,2.0
02350,0.0
02350,0.0
02350,0.0
02350,6.0
02350,1.0
02350,3.0
02350,0.0
02350,0.0
02350,0.0
02350,0.0
02350,1.0
11200,3.0
11200,4.0
11200,1.0
11200,2.0
11200,0.0
11200,12.0
11200,5.0
11200,13.0
11200,5.0
11200,3.0
11200,3.0
11200,0.0
11200,3.0
11200,0.0
11200,0.0
11200,3.0
11200,8.0
11200,0.0
11200,31.0
11200,4.0
11200,1.0
11200,5.0
11200,35.0
67470,0.0
67470,1.0
67470,4.0
67470,0.0
67470,4.0
67470,4.0
67470,19.0
67470,2.0
67470,11.0
67470,0.0
12240,2.0
12240,1.0
12240,0.0
12240,2.0
12240,0.0
12240,0.0
55220,0.0
55220,0.0
55220,0.0
55220,0.0
55220,0.0
55220,0.0
55220,0.0
55220,0.0
55220,2.0
55220,0.0
55220,0.0
55220,1.0
55220,0.0
55220,3.0
55220,1.0
55220,0.0
55220,0.0
57370,0.0
57370,15.0
57370,0.0
57370,2.0
57370,0.0
57370,7.0
57370,3.0
57370,1.0
57370,1.0
57370,2.0
57370,0.0
57370,8.0
57370,0.0
57370,3.0
89690,10.0
60410,2.0
60410,5.0
60410,3.0
60410,0.0
60410,0.0
60410,2.0
57870,0.0
57870,1.0
57870,0.0
57870,1.0
57870,0.0
57870,0.0
78490,20.0
78490,3.0
78490,2.0
78490,120.0
78490,34.0
78490,20.0
78490,2.0
78490,0.0
78490,0.0
78490,8.0
78490,11.0
69620,3.0
69620,20.0
69620,0.0
69620,7.0
69620,16.0
69620,0.0
69620,4.0
69620,28.0
69620,4.0
69620,7.0
69620,3.0
69620,1.0
69620,17.0
69620,3.0
02500,0.0
02500,4.0
02500,1.0
02500,0.0
02500,2.0
02500,0.0
02500,2.0
02500,1.0
02500,0.0
02500,2.0
02500,0.0
02500,0.0
02500,0.0
02500,8.0
02500,0.0
02500,3.0
02500,0.0
02500,11.0
69240,0.0
69240,0.0
69240,0.0
69240,0.0
69240,3.0
69240,1.0
69240,0.0
62760,0.0
62760,18.0
62760,0.0
62760,1.0
62760,0.0
62760,0.0
62760,0.0
62760,0.0
62760,1.0
62760,0.0
62760,0.0
62760,0.0
62760,0.0
62760,0.0
62760,0.0
62760,1.0
31380,1.0
31380,0.0
31380,9.0
31380,30.0
31380,68.0
31380,4.0
31380,0.0
31380,1.0
31380,18.0
31380,2.0
31380,6.0
31380,6.0
74800,5.0
74800,0.0
74800,5.0
74800,61.0
74800,30.0
74800,0.0
74800,5.0
74800,4.0
74800,8.0
60510,4.0
60510,0.0
60510,2.0
60510,7.0
60510,0.0
60510,3.0
60510,0.0
60510,0.0
60510,1.0
60510,1.0
60510,2.0
60510,0.0
60510,0.0
60510,16.0
60510,0.0
60510,0.0
60510,2.0
26120,7.0
26120,9.0
26120,0.0
26120,0.0
26120,2.0
26120,12.0
26120,12.0
26120,1.0
26120,52.0
26120,38.0
26120,0.0
26120,14.0
26120,2.0
09100,6.0
09100,0.0
09100,0.0
09100,1.0
09100,4.0
09100,0.0
09100,2.0
09100,0.0
09100,0.0
09100,0.0
09100,6.0
09100,0.0
09100,0.0
09100,0.0
09100,0.0
09100,19.0
09100,0.0
09100,0.0
09100,0.0
09100,4.0
09100,4.0
60117,0.0
60117,1.0
60117,0.0
60117,0.0
60117,0.0
01310,8.0
01310,0.0
01310,12.0
01310,3.0
01310,4.0
01310,7.0
01310,1.0
01310,5.0
30390,3.0
30390,0.0
30390,1.0
30390,4.0
11160,4.0
11160,5.0
11160,11.0
11160,1.0
11160,2.0
11160,0.0
11160,1.0
11160,4.0
11160,0.0
11160,1.0
56780,2.0
28320,3.0
28320,0.0
28320,0.0
28320,1.0
28320,10.0
28320,10.0
28320,1.0
64370,0.0
64370,0.0
64370,0.0
64370,1.0
64370,2.0
64370,0.0
64370,6.0
64370,0.0
64370,1.0
64370,0.0
64370,2.0
64370,2.0
64370,1.0
64370,1.0
65670,0.0
65670,0.0
65670,0.0
65670,1.0
65670,0.0
65670,0.0
65670,0.0
14170,2.0
14170,2.0
14170,1.0
14170,0.0
14170,0.0
14170,0.0
14170,15.0
14170,0.0
14170,0.0
14170,0.0
14170,0.0
14170,0.0
14170,0.0
14170,0.0
14170,0.0
14170,0.0
14170,0.0
14170,0.0
14170,4.0
14170,0.0
14170,0.0
14170,0.0
14170,0.0
14170,0.0
14170,0.0
14170,0.0
14170,0.0
14170,0.0
14170,0.0
14170,1.0
47120,0.0
47120,1.0
47120,3.0
47120,1.0
47120,1.0
47120,1.0
47120,20.0
47120,1.0
47120,3.0
47120,1.0
47120,0.0
47120,1.0
47120,0.0
47120,3.0
47120,1.0
47120,3.0
47120,0.0
47120,4.0
21110,14.0
21110,0.0
21110,0.0
21110,1.0
21110,1.0
21110,1.0
21110,0.0
21110,2.0
21110,5.0
21110,0.0
21110,0.0
21110,1.0
21110,106.0
21110,3.0
21110,18.0
21110,3.0
21110,1.0
21110,0.0
21110,0.0
21110,3.0
21110,27.0
21110,0.0
21110,0.0
21110,1.0
21110,0.0
21110,15.0
21110,1.0
21110,2.0
08250,0.0
08250,0.0
08250,0.0
08250,0.0
08250,0.0
08250,0.0
08250,0.0
08250,0.0
08250,0.0
08250,0.0
08250,0.0
08250,1.0
08250,1.0
08250,0.0
08250,0.0
08250,0.0
08250,0.0
08250,0.0
08250,0.0
08250,0.0
08250,0.0
08250,0.0
08250,0.0
08250,0.0
08250,0.0
25300,0.0
25300,0.0
25300,0.0
25300,18.0
25300,0.0
25300,3.0
25300,1.0
25300,2.0
25300,3.0
25300,4.0
25300,2.0
25300,1.0
25300,0.0
30340,7.0
30340,1.0
30340,52.0
30340,12.0
30340,0.0
30340,23.0
30340,1.0
30340,7.0
61560,2.0
61560,0.0
61560,4.0
61560,2.0
61560,3.0
61560,1.0
61560,0.0
61560,0.0
15220,0.0
15220,0.0
15220,0.0
15220,1.0
15220,0.0
01340,16.0
01340,0.0
01340,11.0
01340,0.0
01340,0.0
01340,4.0
01340,11.0
01340,0.0
01340,1.0
01340,0.0
01340,5.0
76680,0.0
76680,1.0
76680,0.0
76680,0.0
76680,1.0
76680,0.0
76680,2.0
76680,0.0
76680,0.0
76680,0.0
76680,0.0
76680,0.0
76680,0.0
76680,0.0
76680,1.0
76680,10.0
76680,0.0
71000,0.0
71000,7.0
71000,7.0
25410,3.0
25410,1.0
25410,8.0
25410,8.0
25410,1.0
25410,1.0
25410,1.0
25410,0.0
25410,1.0
25410,0.0
25410,0.0
25410,2.0
25410,7.0
25410,7.0
25410,7.0
23360,0.0
23360,0.0
23360,0.0
23360,0.0
80260,3.0
80260,8.0
80260,0.0
80260,0.0
80260,0.0
80260,0.0
80260,1.0
80260,0.0
80260,0.0
80260,1.0
80260,0.0
80260,0.0
80260,3.0
80260,1.0
80260,2.0
80260,1.0
80260,19.0
80260,0.0
80260,0.0
80260,11.0
80260,2.0
80260,0.0
80260,0.0
80260,0.0
80260,0.0
59218,2.0
59218,2.0
59218,0.0
59218,1.0
78930,2.0
78930,2.0
78930,5.0
78930,12.0
78930,0.0
78930,6.0
78930,2.0
55290,0.0
55290,1.0
55290,0.0
55290,0.0
55290,0.0
55290,0.0
55290,0.0
55290,0.0
72400,3.0
72400,0.0
72400,0.0
72400,0.0
72400,3.0
72400,4.0
72400,18.0
72400,5.0
72400,0.0
72400,0.0
72400,3.0
72400,0.0
72400,5.0
72400,4.0
92380,8.0
27230,0.0
27230,2.0
27230,5.0
27230,2.0
27230,0.0
27230,0.0
27230,0.0
27230,0.0
27230,1.0
27230,0.0
27230,1.0
27230,1.0
27230,4.0
27230,11.0
27230,0.0
27230,1.0
27230,2.0
27230,4.0
27230,1.0
70000,0.0
70000,8.0
70000,1.0
70000,1.0
70000,0.0
70000,0.0
70000,6.0
70000,1.0
70000,2.0
70000,2.0
70000,1.0
70000,0.0
70000,0.0
70000,2.0
70000,1.0
70000,0.0
70000,10.0
70000,4.0
70000,0.0
70000,0.0
70000,0.0
70000,1.0
70000,1.0
70000,0.0
70000,2.0
70000,0.0
70000,1.0
70000,0.0
70000,2.0
70000,0.0
70000,0.0
70000,1.0
70000,0.0
70000,3.0
70000,5.0
70000,0.0
70000,0.0
70000,51.0
70000,1.0
70000,1.0
70000,1.0
70000,57.0
78310,48.0
78310,46.0
67280,1.0
67280,11.0
67280,6.0
71270,4.0
71270,0.0
71270,0.0
71270,1.0
71270,0.0
71270,0.0
71270,3.0
71270,0.0
71270,1.0
71270,2.0
71270,0.0
71270,1.0
71270,0.0
71270,2.0
71270,0.0
71270,2.0
71270,3.0
38460,0.0
38460,0.0
38460,6.0
38460,1.0
38460,0.0
38460,2.0
38460,1.0
38460,0.0
38460,3.0
38460,8.0
38460,94.0
38460,4.0
38460,5.0
38460,2.0
38460,3.0
38460,1.0
38460,12.0
38460,45.0
43430,0.0
43430,5.0
43430,0.0
62113,0.0
62113,22.0
62113,0.0
67530,86.0
67530,2.0
67530,0.0
73420,8.0
73420,50.0
73420,0.0
73420,2.0
19400,0.0
19400,0.0
19400,2.0
19400,8.0
19400,1.0
52150,0.0
52150,0.0
52150,0.0
52150,4.0
52150,0.0
52150,0.0
52150,0.0
52150,0.0
52150,0.0
52150,0.0
52150,0.0
52150,1.0
52150,7.0
52150,0.0
52150,0.0
52150,0.0
52150,0.0
52150,0.0
52150,0.0
52150,0.0
52150,0.0
52150,0.0
52150,0.0
59530,3.0
59530,3.0
59530,0.0
59530,0.0
59530,0.0
59530,0.0
59530,0.0
59530,0.0
59530,1.0
59530,22.0
59530,1.0
59530,13.0
59530,0.0
59530,1.0
59530,2.0
02810,3.0
02810,0.0
02810,1.0
02810,0.0
02810,0.0
02810,0.0
02810,0.0
02810,4.0
02810,2.0
02810,0.0
02810,0.0
02810,0.0
39250,0.0
39250,2.0
39250,2.0
39250,0.0
39250,1.0
39250,0.0
39250,1.0
39250,5.0
39250,1.0
39250,2.0
39250,1.0
39250,0.0
39250,0.0
39250,0.0
39250,0.0
39250,0.0
39250,0.0
39250,1.0
39250,0.0
39250,0.0
39250,0.0
39250,0.0
39250,1.0
39250,0.0
39250,0.0
03290,0.0
03290,0.0
03290,0.0
45480,11.0
45480,3.0
45480,3.0
45480,0.0
45480,5.0
45480,1.0
45480,0.0
45480,0.0
45480,0.0
45480,0.0
45480,0.0
45480,0.0
45480,0.0
45480,0.0
45480,0.0
45480,0.0
45480,0.0
45480,0.0
27220,0.0
27220,2.0
27220,2.0
27220,1.0
27220,4.0
27220,0.0
27220,0.0
27220,2.0
27220,1.0
27220,5.0
27220,0.0
27220,0.0
27220,0.0
27220,0.0
27220,1.0
27220,0.0
27220,3.0
27220,21.0
27220,1.0
27220,2.0
27220,5.0
27220,12.0
27220,0.0
55000,1.0
55000,0.0
55000,0.0
55000,3.0
55000,3.0
55000,2.0
55000,0.0
55000,0.0
55000,0.0
55000,0.0
55000,0.0
55000,9.0
55000,4.0
55000,1.0
55000,1.0
55000,1.0
55000,2.0
55000,0.0
55000,0.0
55000,0.0
55000,0.0
55000,2.0
55000,3.0
55000,0.0
55000,2.0
55000,0.0
55000,0.0
55000,1.0
55000,3.0
55000,3.0
55000,3.0
55000,0.0
55000,0.0
55000,0.0
55000,0.0
55000,0.0
55000,0.0
55000,0.0
55000,0.0
14400,0.0
14400,0.0
14400,3.0
14400,0.0
14400,1.0
14400,1.0
14400,1.0
14400,1.0
14400,0.0
14400,0.0
14400,1.0
14400,0.0
14400,1.0
14400,1.0
14400,1.0
14400,0.0
14400,10.0
14400,0.0
14400,0.0
14400,0.0
14400,4.0
14400,17.0
14400,0.0
14400,2.0
14400,4.0
14400,6.0
14400,62.0
